name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
HD 98736 b,2,1,Radial Velocity,2018,Published Confirmed,968.8,1.864,,,0.226,0.93,0.92,32.4459
HD 99109 b,1,1,Radial Velocity,2005,Published Confirmed,441,1.122,,,0.06,0.99,0.97,54.7901
HD 99109 b,1,1,Radial Velocity,2005,Published Confirmed,439.3,1.105,,,0.09,,0.93,54.7901
HD 99109 b,1,1,Radial Velocity,2005,Published Confirmed,439.29999,1.11,,,0.09,0.98,0.76,54.7901
HD 99283 b,1,1,Radial Velocity,2021,Published Confirmed,310.4,1.08,,,0.2,11.21,1.76,111.093
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.038,0.119,,,0.05,,0.78,18.2038
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.0495,0.1231,,,0.085,0.82,0.86,18.2038
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.0431,0.12,,,0.25,0.83,0.48,18.2038
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.054,0.12186,,,0.13,0.96,0.83,18.2038
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.0431,0.1232,,,0.254,0.75,0.85,18.2038
HD 99492 b,2,1,Radial Velocity,2004,Published Confirmed,17.054,0.123,,,0.07,0.78,0.85,18.2038
HD 99706 b,1,2,Radial Velocity,2011,Published Confirmed,868,2.13,,,0.37,6.29,1.7,146.6
HD 99706 b,1,2,Radial Velocity,2011,Published Confirmed,868,2.14,,,0.365,5.4,1.72,146.6
HD 99706 b,1,2,Radial Velocity,2011,Published Confirmed,841,1.98,,,0.25,5.52,1.46,146.6
HD 99706 c,1,2,Radial Velocity,2018,Published Confirmed,1278,,,,0.411,,1.72,146.6
HIP 105854 b,1,1,Radial Velocity,2014,Published Confirmed,184.2,0.81,,,0.02,,2.1,78.6381
HIP 107772 b,1,1,Radial Velocity,2020,Published Confirmed,55.199,0.243,,,0.18,,0.63,23.6434
HIP 107773 b,1,1,Radial Velocity,2015,Published Confirmed,144.3,0.72,,,0.09,11.6,2.42,105.18
HIP 109384 b,1,1,Radial Velocity,2016,Published Confirmed,499.48,1.134,,,0.549,,0.78,58.9582
HIP 109600 b,2,1,Radial Velocity,2016,Published Confirmed,232.08,0.706,,,0.163,,0.87,66.3361
HIP 114933 b,1,1,Radial Velocity,2021,Published Confirmed,1481.6,2.84,,,0.21,5.27,1.39,101.766
HIP 116454 b,2,1,Transit,2014,Published Confirmed,9.1205,,2.466,12.7132,0.2,0.72,0.81,62.4491
HIP 116454 b,2,1,Transit,2014,Published Confirmed,9.1205,0.0906,2.53,11.82,0.205,0.72,0.78,62.4491
HIP 12961 b,1,1,Radial Velocity,2010,Published Confirmed,57.435,0.25,,,0.17,0.65,0.69,23.371
HIP 12961 b,1,1,Radial Velocity,2010,Published Confirmed,57.435,0.25,,,0.166,0.66,0.62,23.371
HIP 14810 b,1,3,Radial Velocity,2005,Published Confirmed,6.6742,0.0692,,,0.147,1.03,0.98,50.48
HIP 14810 b,1,3,Radial Velocity,2005,Published Confirmed,6.674,0.0692,,,0.148,,0.99,50.48
HIP 14810 b,1,3,Radial Velocity,2005,Published Confirmed,6.67386,0.07,,,0.14,1.04,0.81,50.48
HIP 14810 b,1,3,Radial Velocity,2005,Published Confirmed,6.673892,0.0696,,,0.14399,1.07,1.01,50.48
HIP 14810 b,1,3,Radial Velocity,2005,Published Confirmed,6.673855,0.0692,,,0.1427,1,0.99,50.48
HIP 14810 c,1,3,Radial Velocity,2006,Published Confirmed,95.2847,0.407,,,0.4091,1.03,0.98,50.48
HIP 14810 c,1,3,Radial Velocity,2006,Published Confirmed,147.747,0.549,,,0.1566,1.07,1.01,50.48
HIP 14810 c,1,3,Radial Velocity,2006,Published Confirmed,147.73,0.545,,,0.164,1,0.99,50.48
HIP 14810 d,1,3,Radial Velocity,2009,Published Confirmed,981.8,1.94,,,0.185,1.07,1.01,50.48
HIP 14810 d,1,3,Radial Velocity,2009,Published Confirmed,952,1.89,,,0.173,1,0.99,50.48
HIP 21152 b,1,1,Imaging,2022,Published Confirmed,23000,17.5,,8835.62971,0.52,,1.3,43.4073
HIP 34222 b,1,1,Radial Velocity,2021,Published Confirmed,159.986,0.492,,,0.305,,0.62,22.8386
HIP 35173 b,1,1,Radial Velocity,2019,Published Confirmed,41.516,0.217,,,0.16,,0.79,33.1562
HIP 38594 b,1,2,Radial Velocity,2020,Published Confirmed,60.722,0.256,,,0.17,,0.61,17.7886
HIP 38594 c,1,2,Radial Velocity,2020,Published Confirmed,3477.768,3.805,,,0.16,,0.61,17.7886
HIP 41378 b,1,5,Transit,2016,Published Confirmed,15.572098,,,,,1.34,1.17,106.289
HIP 41378 b,1,5,Transit,2016,Published Confirmed,15.5712,,2.9,,,1.4,1.15,106.289
HIP 41378 b,1,5,Transit,2016,TESS Project Candidate,15.5719921,,2.507,,,1.31,,106.289
HIP 41378 c,1,5,Transit,2016,Published Confirmed,31.6978,,2.56,,,1.4,1.15,106.289
HIP 41378 c,1,5,Transit,2016,TESS Project Candidate,31.71802083,,2.3,,,1.31,,106.289
HIP 41378 c,1,5,Transit,2016,Published Confirmed,31.70648,,,,,1.34,1.17,106.289
HIP 41378 d,1,5,Transit,2016,Published Confirmed,48.1,,,,,1.35,1.14,106.289
HIP 41378 d,1,5,Transit,2016,Published Confirmed,156,,3.96,,,1.4,1.15,106.289
HIP 41378 d,1,5,Transit,2016,Published Confirmed,1114,,,,,1.34,1.17,106.289
HIP 41378 e,1,5,Transit,2016,Published Confirmed,,,,,,1.34,1.17,106.289
HIP 41378 e,1,5,Transit,2016,Published Confirmed,131,,5.51,,,1.4,1.15,106.289
HIP 41378 f,1,5,Transit,2016,Published Confirmed,1084,,,,,1.34,1.17,106.289
HIP 41378 f,1,5,Transit,2016,Published Confirmed,46.4,,,,,1.35,1.14,106.289
HIP 41378 f,1,5,Transit,2016,Published Confirmed,324,,10.2,,,1.4,1.15,106.289
HIP 4845 b,1,1,Radial Velocity,2020,Published Confirmed,34.15,0.176,,,0.25,,0.62,21.0974
HIP 48714 b,1,1,Radial Velocity,2020,Published Confirmed,17.818,0.112,,,0.5,,0.58,10.5298
HIP 5158 b,1,2,Radial Velocity,2009,Published Confirmed,345.72,0.89,,,0.52,0.75,0.43,51.6026
HIP 5158 b,1,2,Radial Velocity,2009,Published Confirmed,345.63,0.89,,,0.54,0.75,0.78,51.6026
HIP 5158 b,1,2,Radial Velocity,2009,Published Confirmed,345.72,0.89,,,0.52,,0.78,51.6026
HIP 5158 c,1,2,Radial Velocity,2011,Published Confirmed,9017.76,7.7,,,0.14,0.75,0.78,51.6026
HIP 54373 b,1,2,Radial Velocity,2019,Published Confirmed,7.76,0.063,,,0.2,,0.57,18.7168
HIP 54373 c,1,2,Radial Velocity,2019,Published Confirmed,15.144,0.099,,,0.2,,0.57,18.7168
HIP 56640 b,1,1,Radial Velocity,2021,Published Confirmed,2574.9,3.73,,,0.12,4.93,1.04,122.324
HIP 57274 b,1,3,Radial Velocity,2011,Published Confirmed,8.1352,0.07,,,0.187,0.68,0.73,25.8618
HIP 57274 b,1,3,Radial Velocity,2011,Published Confirmed,8.1389,,,,0.2,0.8,0.71,25.8618
HIP 57274 b,1,3,Radial Velocity,2011,Published Confirmed,8.1352,0.07,,,0.19,0.78,0.29,25.8618
HIP 57274 c,1,3,Radial Velocity,2011,Published Confirmed,32.03,0.178,,,0.05,0.68,0.73,25.8618
HIP 57274 d,1,3,Radial Velocity,2011,Published Confirmed,431.7,1.01,,,0.27,0.68,0.73,25.8618
HIP 5763 b,1,1,Radial Velocity,2021,Published Confirmed,30.014,0.17,,,0.054,,0.72,31.9043
HIP 63242 b,1,1,Radial Velocity,2013,Published Confirmed,124.6,0.565,,,0.23,,1.54,156.456
HIP 65 A b,2,1,Transit,2020,TESS Project Candidate,0.98098068,,5.916,,,0.76,,61.7856
HIP 65 A b,2,1,Transit,2020,Published Confirmed,0.981,0.017,,,0.009,,0.74,61.7856
HIP 65 A b,2,1,Transit,2020,Published Confirmed,0.9809734,0.01782,22.754,1021.18779,0,0.72,0.78,61.7856
HIP 65407 b,1,2,Radial Velocity,2016,Published Confirmed,28.125,0.177,,,0.14,,0.93,61.7804
HIP 65407 c,1,2,Radial Velocity,2016,Published Confirmed,67.3,0.316,,,0.12,,0.93,61.7804
HIP 65426 b,1,1,Imaging,2017,Published Confirmed,,92,16.814,2860.47,,1.77,1.96,108.875
HIP 65891 b,1,1,Radial Velocity,2015,Published Confirmed,1084.5,2.81,,,0.13,8.93,2.5,150.292
HIP 67522 b,1,1,Transit,2020,Published Confirmed,6.959503,,10.07,,0.059,1.38,1.22,127.28
HIP 67537 b,1,1,Radial Velocity,2017,Published Confirmed,2556.5,4.91,,,0.59,8.69,2.41,116.046
HIP 67851 b,1,2,Radial Velocity,2015,Published Confirmed,88.8,0.46,,,0.09,5.92,1.63,64.1181
HIP 67851 b,1,2,Radial Velocity,2015,Published Confirmed,88.9,0.46,,,0.05,5.92,1.63,64.1181
HIP 67851 b,1,2,Radial Velocity,2015,Published Confirmed,89.06,0.426,,,0.17,5.87,1.3,64.1181
HIP 67851 c,1,2,Radial Velocity,2015,Published Confirmed,2200,,,2002.2,0,5.92,1.63,64.1181
HIP 67851 c,1,2,Radial Velocity,2015,Published Confirmed,1626,2.96,,,0.2,5.87,1.3,64.1181
HIP 67851 c,1,2,Radial Velocity,2015,Published Confirmed,2131.8,3.82,,,0.17,5.92,1.63,64.1181
HIP 70849 b,2,1,Radial Velocity,2009,Published Confirmed,17337.5,20.25,,,0.715,,0.63,24.0572
HIP 71135 b,1,1,Radial Velocity,2019,Published Confirmed,87.19,0.335,,,0.21,,0.66,32.3311
HIP 74890 b,1,1,Radial Velocity,2016,Published Confirmed,822.3,2.1,,,0.07,5.77,1.74,78.6562
HIP 75056 A b,2,1,Imaging,2021,Published Confirmed,47000,30,22.418,7945.71018,0.5,,1.92,125.212
HIP 75092 b,1,1,Radial Velocity,2021,Published Confirmed,926.4,2.02,,,0.42,4.53,1.28,81.6696
HIP 78530 b,1,1,Imaging,2010,Published Confirmed,,740,,7700,,,2.5,136.759
HIP 78530 b,1,1,Imaging,2010,Published Confirmed,,740,,7300,,,2.5,136.759
HIP 78530 b,1,1,Imaging,2010,Published Confirmed,,,,7322.49,,2.11,2.19,136.759
HIP 79098 AB b,2,1,Imaging,2019,Published Confirmed,,345,,6515.515,,,3.75,145.798
HIP 79431 b,1,1,Radial Velocity,2009,Published Confirmed,111.7,0.36,,,0.29,,0.49,14.5324
HIP 8541 b,2,1,Radial Velocity,2016,Published Confirmed,1560.2,2.8,,,0.16,7.83,1.17,155.121
HIP 86221 b,1,1,Radial Velocity,2021,Published Confirmed,2.224,0.031,,,0.086,,0.79,29.4898
HIP 90988 b,1,1,Radial Velocity,2021,Published Confirmed,453.9,1.26,,,0.08,3.94,1.3,94.0349
HIP 91258 b,1,1,Radial Velocity,2013,Published Confirmed,5.0505,0.057,,,0.024,1,0.95,45.8846
HIP 91258 b,1,1,Radial Velocity,2013,Published Confirmed,5.0505,0.06,,,0.02,0.89,0.97,45.8846
HIP 94235 b,2,1,Transit,2022,Published Confirmed,7.713057,0.0787,3,379,0.32,1.08,1.09,58.5146
HIP 94235 b,2,1,Transit,2022,TESS Project Candidate,7.71212084,,3.004,,,1.09,,58.5146
HIP 97166 b,1,2,Transit,2021,Published Confirmed,10.28891,0.089,2.74,20,0.16,0.84,0.9,65.9501
HIP 97166 b,1,2,Transit,2021,TESS Project Candidate,10.2889139,,2.55,,,0.87,,65.9501
HIP 97166 c,1,2,Radial Velocity,2021,Published Confirmed,16.84,0.124,,,0.25,0.84,0.9,65.9501
HIP 97233 b,1,1,Radial Velocity,2014,Published Confirmed,1058.8,2.55,,,0.61,5.34,1.93,102.275
HN Peg b,1,1,Imaging,2006,Published Confirmed,,773,11.777,6991.57,,,,18.1186
HR 2562 b,1,1,Imaging,2016,Published Confirmed,,20.3,12.442,9534.9,,,1.3,34.0071
HR 5183 b,2,1,Radial Velocity,2019,Published Confirmed,27000,18,,,0.84,1.53,1.07,31.4607
HR 5183 b,2,1,Radial Velocity,2019,Published Confirmed,43000,25,,,0.886,1.56,1.1,31.4607
HR 810 b,1,1,Radial Velocity,1999,Published Confirmed,312,0.91,,,0.15,,1.03,17.3181
HR 810 b,1,1,Radial Velocity,1999,Published Confirmed,302.79999,0.92,,,0.14,1.13,1.34,17.3181
HR 810 b,1,1,Radial Velocity,1999,Published Confirmed,320.1,0.925,,,0.161,,1.03,17.3181
HR 858 b,2,3,Transit,2019,Published Confirmed,3.58599,0.048,2.085,,0.3,1.31,1.15,31.964
HR 858 b,2,3,Transit,2019,TESS Project Candidate,3.58529,,1.771,,,1.28,,31.964
HR 858 c,2,3,Transit,2019,Published Confirmed,5.97293,0.0674,1.939,,0.19,1.31,1.15,31.964
HR 858 c,2,3,Transit,2019,TESS Project Candidate,5.97391245,,2.392,,,1.28,,31.964
HR 858 d,2,3,Transit,2019,TESS Project Candidate,11.23046048,,2.075,,,1.28,,31.964
HR 858 d,2,3,Transit,2019,Published Confirmed,11.23,0.1027,2.164,,0.28,1.31,1.15,31.964
HR 8799 b,1,4,Imaging,2008,Published Confirmed,170000,68,13,2000,,,1.5,41.2441
HR 8799 b,1,4,Imaging,2008,Published Confirmed,171667.5,70,,,,1.49,1.61,41.2441
HR 8799 b,1,4,Imaging,2008,Published Confirmed,,,6.725,,,1.49,1.61,41.2441
HR 8799 b,1,4,Imaging,2008,Published Confirmed,166510.17,67.96,,,,,1.51,41.2441
HR 8799 c,1,4,Imaging,2008,Published Confirmed,67571.25,38,,,0.5,1.49,1.61,41.2441
HR 8799 c,1,4,Imaging,2008,Published Confirmed,,,11.209,,,1.49,1.61,41.2441
HR 8799 c,1,4,Imaging,2008,Published Confirmed,83255.09,42.81,,,,,1.51,41.2441
HR 8799 c,1,4,Imaging,2008,Published Confirmed,69000,38,13,3000,,,1.5,41.2441
HR 8799 d,1,4,Imaging,2008,Published Confirmed,41627.54,26.97,,,,,1.51,41.2441
HR 8799 d,1,4,Imaging,2008,Published Confirmed,,,10.088,,,1.49,1.61,41.2441
HR 8799 d,1,4,Imaging,2008,Published Confirmed,,,,,0.6,1.49,1.61,41.2441
HR 8799 d,1,4,Imaging,2008,Published Confirmed,37000,24,13,3000,,,1.5,41.2441
HR 8799 e,1,4,Imaging,2010,Published Confirmed,,,10.088,,,1.49,1.61,41.2441
HR 8799 e,1,4,Imaging,2010,Published Confirmed,18000,14.5,,,,1.49,1.61,41.2441
HR 8799 e,1,4,Imaging,2010,Published Confirmed,,16.4,13.115,3178.3,0.15,,,41.2441
HR 8799 e,1,4,Imaging,2010,Published Confirmed,20815.6,16.99,,,,,1.51,41.2441
HU Aqr AB b,2,2,Eclipse Timing Variations,2011,Published Confirmed,2390,3.6,,,0,,0.88,
HU Aqr AB c,2,2,Eclipse Timing Variations,2011,Published Confirmed,4368,5.4,,,0.51,,0.88,
HW Vir b,3,1,Eclipse Timing Variations,2012,Published Confirmed,4640,4.69,,,0.4,,0.48,171.701
IC 4651 9122 b,1,1,Radial Velocity,2018,Published Confirmed,734,2.038,,,0.18,,2.1,859.324
K2-10 b,1,1,Transit,2015,Published Candidate,19.30481,,2.98,,,0.72,,272.36
K2-10 b,1,1,Transit,2015,Published Confirmed,19.307044,,3.735,,,0.9,0.96,272.36
K2-10 b,1,1,Transit,2015,Published Confirmed,19.3044,,3.84,27,0.31,0.98,0.92,272.36
K2-10 b,1,1,Transit,2015,Published Candidate,19.292062,,,,,0.97,0.97,272.36
K2-10 b,1,1,Transit,2015,Published Candidate,19.307107,,3.83,,,0.86,,272.36
K2-10 b,1,1,Transit,2015,Published Confirmed,19.30691,0.1374,3.92,,,0.93,0.94,272.36
K2-10 b,1,1,Transit,2015,Published Confirmed,19.3037,0.137,4.37,,,1.08,0.92,272.36
K2-100 b,1,1,Transit,2016,TESS Project Candidate,1.6739029,,3.436,,,1.22,,188.959
K2-100 b,1,1,Transit,2016,Published Confirmed,1.6739024,0.0422,3.45,,0,1.19,1.18,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.674,,,,,1.22,1.15,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.673737,,1.52,,,1.27,,188.959
K2-100 b,1,1,Transit,2016,Published Confirmed,1.673833,0.0296,3.59,,,1.22,1.23,188.959
K2-100 b,1,1,Transit,2016,Published Confirmed,1.6739035,0.0301,3.88,21.8,0,1.24,1.15,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.673847,,3.6,,,1.23,,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.67344228,,,,,1.22,1.15,188.959
K2-100 b,1,1,Transit,2016,Published Confirmed,1.673916,,3.5,,0.24,1.19,1.18,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.6739,,,,,1.22,1.15,188.959
K2-100 b,1,1,Transit,2016,Published Candidate,1.673918,,4.67,,,1.57,,188.959
K2-101 b,1,1,Transit,2016,Published Candidate,14.66146147,,,,,0.8,0.75,188.33
K2-101 b,1,1,Transit,2016,Published Confirmed,14.6762429,0.1124,2,,,0.76,0.82,188.33
K2-101 b,1,1,Transit,2016,Published Confirmed,14.677286,,2,,0.1,0.73,0.8,188.33
K2-101 b,1,1,Transit,2016,Published Candidate,14.6843,,,,,0.8,0.75,188.33
K2-101 b,1,1,Transit,2016,Published Confirmed,14.677214,,2.194,,,0.77,0.83,188.33
K2-101 b,1,1,Transit,2016,Published Candidate,14.67665,,1.94,,,0.68,,188.33
K2-101 b,1,1,Transit,2016,Published Candidate,14.675828,,1.85,,,0.72,,188.33
K2-102 b,1,1,Transit,2016,Published Confirmed,9.915615,,1.3,,0.1,0.71,0.77,188.175
K2-102 b,1,1,Transit,2016,Published Candidate,9.9147,,,,,0.77,0.74,188.175
K2-104 b,1,1,Transit,2016,Published Candidate,1.974202,,2.43,,,0.56,,189.289
K2-104 b,1,1,Transit,2016,Published Candidate,1.974,,,,,0.5,0.5,189.289
K2-104 b,1,1,Transit,2016,Published Confirmed,1.974238,0.023,1.96,,0.09,0.49,0.43,189.289
K2-104 b,1,1,Transit,2016,Published Candidate,1.974172,,0.99,,,0.3,,189.289
K2-104 b,1,1,Transit,2016,Published Confirmed,1.97419,,1.9,,0.18,0.48,0.51,189.289
K2-104 b,1,1,Transit,2016,Published Candidate,1.974991,,,,,0.48,,189.289
K2-104 b,1,1,Transit,2016,Published Candidate,1.9741,,,,,0.5,0.5,189.289
K2-104 b,1,1,Transit,2016,Published Confirmed,1.9741954,0.0242,1.79,,,0.48,0.51,189.289
K2-105 b,1,1,Transit,2017,Published Candidate,8.26698,,3.55,,,0.95,,197.989
K2-105 b,1,1,Transit,2017,Published Confirmed,8.266902,0.081,3.59,30,,0.95,1.01,197.989
K2-105 b,1,1,Transit,2017,Published Candidate,8.267,,,,,0.92,0.94,197.989
K2-105 b,1,1,Transit,2017,Published Confirmed,8.2669928,0.0833,3.59,,,0.97,1.05,197.989
K2-105 b,1,1,Transit,2017,Published Candidate,8.26345949,,,,,0.92,0.94,197.989
K2-105 b,1,1,Transit,2017,Published Confirmed,8.267704,0.0796,3.37,,,0.91,0.99,197.989
K2-105 b,1,1,Transit,2017,Published Confirmed,8.26679,,3.407,,,0.91,0.96,197.989
K2-105 b,1,1,Transit,2017,Published Candidate,8.267084,,3.5,,,0.98,,197.989
K2-105 b,1,1,Transit,2017,TESS Project Candidate,8.2669764,,3.315,,,0.92,,197.989
K2-107 b,1,1,Transit,2017,Published Candidate,3.3139095,,17.38,,,1.91,,685.2
K2-107 b,1,1,Transit,2017,Published Candidate,3.313944,,14.4,,,1.73,,685.2
K2-107 b,1,1,Transit,2017,Published Confirmed,3.313959,0.0475,15.98,,,1.81,1.3,685.2
K2-107 b,1,1,Transit,2017,Published Confirmed,3.313921,,12.043,,,1.33,1.26,685.2
K2-107 b,1,1,Transit,2017,Published Confirmed,3.31392,0.048,16.141,266.9772,0,1.78,1.3,685.2
K2-108 b,1,1,Transit,2017,Published Candidate,4.734006,,5.3,,,1.77,,477.295
K2-108 b,1,1,Transit,2017,Published Confirmed,4.73379,,7.564,,,2.31,1.29,477.295
K2-108 b,1,1,Transit,2017,Published Confirmed,4.73401,0.0573,5.28,59.4,0.18,1.75,1.12,477.295
K2-108 b,1,1,Transit,2017,Published Candidate,4.734,,,,,1.76,0.96,477.295
K2-108 b,1,1,Transit,2017,Published Candidate,4.73360988,,,,,1.76,0.96,477.295
K2-108 b,1,1,Transit,2017,Published Confirmed,4.733999,0.0581,5.33,,,1.76,1.17,477.295
K2-108 b,1,1,Transit,2017,Published Candidate,4.73363,,5.81,,,1.8,,477.295
K2-11 b,1,1,Transit,2015,Published Candidate,39.863566,,2.47,,,0.78,,329.309
K2-11 b,1,1,Transit,2015,Published Confirmed,39.93767,0.2257,7.55,,,5.15,1.35,329.309
K2-11 b,1,1,Transit,2015,Published Confirmed,39.8478,0.2196,2.42,,,0.83,0.89,329.309
K2-11 b,1,1,Transit,2015,Published Candidate,39.8642,,2.92,,,0.9,,329.309
K2-110 b,1,1,Transit,2017,Published Candidate,13.8636,,2.55,,,0.69,,116.474
K2-110 b,1,1,Transit,2017,Published Candidate,13.864,,,,,0.71,0.81,116.474
K2-110 b,1,1,Transit,2017,Published Confirmed,13.86391,,2.524,,,0.69,0.72,116.474
K2-110 b,1,1,Transit,2017,Published Confirmed,13.86375,0.1021,2.592,16.7,0.079,0.71,0.74,116.474
K2-110 b,1,1,Transit,2017,Published Candidate,13.86383,,2.5,,,0.68,,116.474
K2-110 b,1,1,Transit,2017,Published Candidate,13.85870316,,,,,0.71,0.81,116.474
K2-110 b,1,1,Transit,2017,Published Confirmed,13.86387,0.1027,2.56,,,0.71,0.75,116.474
K2-111 b,1,2,Transit,2017,Published Confirmed,5.351403,,1.223,,,0.92,0.88,200.394
K2-111 b,1,2,Transit,2017,Published Candidate,5.35161,,2.09,,,1.17,,200.394
K2-111 b,1,2,Transit,2017,Published Confirmed,5.35117,0.0621,1.9,8.6,0,1.23,0.88,200.394
K2-111 b,1,2,Transit,2017,Published Candidate,5.35185,,1.41,,,1.27,,200.394
K2-111 b,1,2,Transit,2017,Published Confirmed,5.3518,0.057,1.82,5.29,0.13,1.25,0.84,200.394
K2-111 c,1,2,Radial Velocity,2020,Published Confirmed,15.6785,0.1166,,,0.07,1.25,0.84,200.394
K2-113 b,1,1,Transit,2017,Published Confirmed,5.817608,0.0558,10.424,410.0007,0,1.05,1.01,635.722
K2-113 b,1,1,Transit,2017,TESS Project Candidate,5.8175986,,11.227,,,1.22,,635.722
K2-113 b,1,1,Transit,2017,Published Candidate,5.817649,,12.55,,,1.29,,635.722
K2-113 b,1,1,Transit,2017,Published Candidate,5.817681,,12.5,,,1.33,,635.722
K2-113 b,1,1,Transit,2017,Published Confirmed,5.817685,0.0642,12.14,,,1.24,1.04,635.722
K2-114 b,1,1,Transit,2017,Published Candidate,11.390955,,10.71,,,0.85,,475.758
K2-114 b,1,1,Transit,2017,Published Confirmed,11.391013,0.0954,10.67,,,0.84,0.89,475.758
K2-114 b,1,1,Transit,2017,Published Confirmed,11.3909311,0.0943,10.447,638.8351,0.081,0.82,0.86,475.758
K2-114 b,1,1,Transit,2017,Published Candidate,11.391,,,,,0.88,0.81,475.758
K2-114 b,1,1,Transit,2017,TESS Project Candidate,11.39095559,,11.162,,,0.88,,475.758
K2-114 b,1,1,Transit,2017,Published Candidate,11.38576954,,,,,0.88,0.81,475.758
K2-114 b,1,1,Transit,2017,Published Confirmed,11.39109,0.09309,10.559,587.9855,0,0.83,0.83,475.758
K2-114 b,1,1,Transit,2017,Published Candidate,11.391432,,11.1,,,0.9,,475.758
K2-114 b,1,1,Transit,2017,Published Confirmed,11.3909344,0.0983,10.88,,,0.87,0.89,475.758
K2-115 b,1,1,Transit,2017,Published Candidate,20.272602,,11.5,,,0.86,,413.591
K2-115 b,1,1,Transit,2017,Published Confirmed,20.273034,0.1367,12.498,266.9772,0.137,0.88,0.83,413.591
K2-115 b,1,1,Transit,2017,TESS Project Candidate,20.27299894,,11.523,,,0.86,,413.591
K2-115 b,1,1,Transit,2017,Published Candidate,20.27362337,,,,,0.86,1.03,413.591
K2-115 b,1,1,Transit,2017,Published Candidate,20.27285,,11.55,,,0.83,,413.591
K2-115 b,1,1,Transit,2017,Published Confirmed,20.273017,,,,,0.88,0.95,413.591
K2-115 b,1,1,Transit,2017,Published Confirmed,20.272615,0.143,12.06,,,0.88,0.95,413.591
K2-115 b,1,1,Transit,2017,Published Candidate,20.272,,,,,0.86,1.03,413.591
K2-116 b,1,1,Transit,2017,Published Confirmed,4.655411,0.048,0.69,,0.06,0.67,0.69,49.3855
K2-116 b,1,1,Transit,2017,Published Confirmed,4.655335,,0.719,,,0.69,0.73,49.3855
K2-116 b,1,1,Transit,2017,Published Candidate,4.6556782,,0.814,,,0.66,,49.3855
K2-117 b,1,2,Transit,2017,Published Candidate,1.291626,,,,,0.51,0.51,101.632
K2-117 b,1,2,Transit,2017,TESS Project Candidate,1.29159723,,2.101,,,0.51,,101.632
K2-117 b,1,2,Transit,2017,Published Candidate,1.292,,,,,0.51,0.51,101.632
K2-117 b,1,2,Transit,2017,Published Confirmed,1.291563,0.0188,2.03,,,0.51,0.53,101.632
K2-117 b,1,2,Transit,2017,Published Candidate,1.291651,,2.1,,,0.52,,101.632
K2-117 b,1,2,Transit,2017,Published Confirmed,1.2916,0.0189,2.03,,,0.51,0.54,101.632
K2-117 b,1,2,Transit,2017,Published Confirmed,1.291505,0.019,1.96,,0.06,0.49,0.58,101.632
K2-117 b,1,2,Transit,2017,Published Candidate,1.291605,,1.74,,,0.4,,101.632
K2-117 c,1,2,Transit,2017,Published Confirmed,5.44482,0.051,2.03,,0.15,0.49,0.58,101.632
K2-117 c,1,2,Transit,2017,Published Confirmed,5.444017,0.0492,2.06,,,0.51,0.54,101.632
K2-117 c,1,2,Transit,2017,Published Confirmed,5.44425,0.0491,1.94,,,0.51,0.53,101.632
K2-117 c,1,2,Transit,2017,Published Candidate,5.443984,,2.1,,,0.52,,101.632
K2-117 c,1,2,Transit,2017,Published Candidate,5.44425,,1.75,,,0.4,,101.632
K2-118 b,1,1,Transit,2017,Published Candidate,50.9254,,2.48,,,0.7,,321.722
K2-118 b,1,1,Transit,2017,Published Confirmed,50.92092,0.245,2.54,,0.2,0.73,0.76,321.722
K2-119 b,1,1,Transit,2017,Published Confirmed,7.727283,0.0698,2.53,,,0.71,0.76,365.581
K2-119 b,1,1,Transit,2017,Published Confirmed,7.728578,0.07,2.29,,0.07,0.68,0.76,365.581
K2-119 b,1,1,Transit,2017,Published Candidate,7.727574,,2.6,,,0.71,,365.581
K2-119 b,1,1,Transit,2017,Published Candidate,7.728,,,,,0.74,0.71,365.581
K2-119 b,1,1,Transit,2017,Published Candidate,7.72651124,,,,,0.74,0.71,365.581
K2-119 b,1,1,Transit,2017,Published Candidate,7.7285,,2.16,,,0.59,,365.581
K2-12 b,1,1,Transit,2015,Published Candidate,8.2824161,,2.14,,,0.92,,326.381
K2-12 b,1,1,Transit,2015,Published Confirmed,8.28212,0.0802,2.33,,,1.01,1.01,326.381
